time_sec,hour_of_day,power_mw,wind_speed_mph
28750,7.99,6.379,7.99
28760,7.99,6.342,7.96
28770,7.99,7.059,8.4
28780,7.99,6.944,8.33
28790,8.0,6.559,8.1
28800,8.0,7.07,8.41
28810,8.0,7.2,8.49
28820,8.01,7.003,8.37
28830,8.01,7.018,8.38
28840,8.01,6.716,8.2
28850,8.01,6.685,8.18
28860,8.02,6.62,8.14
28870,8.02,6.273,7.92
28880,8.02,6.359,7.97
28890,8.03,6.954,8.34
28900,8.03,7.117,8.44
28910,8.03,7.161,8.46
28920,8.03,7.94,8.91
28930,8.04,8.16,9.03
28940,8.04,8.483,9.21
28950,8.04,8.455,9.2
28960,8.04,8.171,9.04
28970,8.05,7.834,8.85
28980,8.05,7.805,8.83
28990,8.05,7.285,8.54
29000,8.06,6.969,8.35
29010,8.06,7.036,8.39
29020,8.06,6.99,8.36
29030,8.06,6.881,8.3
29040,8.07,6.916,8.32
29050,8.07,6.672,8.17
29060,8.07,6.698,8.18
29070,8.07,6.766,8.23
29080,8.08,6.661,8.16
29090,8.08,7.137,8.45
29100,8.08,7.387,8.59
29110,8.09,7.712,8.78
29120,8.09,7.865,8.87
29130,8.09,8.162,9.03
29140,8.09,8.26,9.09
29150,8.1,7.975,8.93
29160,8.1,8.287,9.1
29170,8.1,8.557,9.25
29180,8.11,8.211,9.06
29190,8.11,7.764,8.81
29200,8.11,8.098,9.0
29210,8.11,7.859,8.87
29220,8.12,7.729,8.79
29230,8.12,7.806,8.84
29240,8.12,7.48,8.65
29250,8.12,7.652,8.75
29260,8.13,7.509,8.67
29270,8.13,7.327,8.56
29280,8.13,7.385,8.59
29290,8.14,7.826,8.85
29300,8.14,8.356,9.14
29310,8.14,8.6,9.27
29320,8.14,9.354,9.67
29330,8.15,9.559,9.78
29340,8.15,9.564,9.78
29350,8.15,9.435,9.71
29360,8.16,9.619,9.81
29370,8.16,9.376,9.68
29380,8.16,8.866,9.42
29390,8.16,8.949,9.46
29400,8.17,9.363,9.68
29410,8.17,9.302,9.64
29420,8.17,9.367,9.68
29430,8.18,9.254,9.62
29440,8.18,9.039,9.51
29450,8.18,8.855,9.41
29460,8.18,8.8,9.38
29470,8.19,9.112,9.55
29480,8.19,8.778,9.37
29490,8.19,9.12,9.55
29500,8.19,8.704,9.33
29510,8.2,8.954,9.46
29520,8.2,8.63,9.29
29530,8.2,8.785,9.37
29540,8.21,8.89,9.43
29550,8.21,8.48,9.21
29560,8.21,8.609,9.28
29570,8.21,8.741,9.35
29580,8.22,8.591,9.27
29590,8.22,8.816,9.39
29600,8.22,8.234,9.07
29610,8.22,8.468,9.2
29620,8.23,8.674,9.31
29630,8.23,8.172,9.04
29640,8.23,8.028,8.96
29650,8.24,8.45,9.19
29660,8.24,8.783,9.37
29670,8.24,8.885,9.43
29680,8.24,8.552,9.25
29690,8.25,8.706,9.33
29700,8.25,8.582,9.26
29710,8.25,8.97,9.47
29720,8.26,8.789,9.37
29730,8.26,8.737,9.35
29740,8.26,8.596,9.27
29750,8.26,8.779,9.37
29760,8.27,8.862,9.41
29770,8.27,8.914,9.44
29780,8.27,9.065,9.52
29790,8.28,8.819,9.39
29800,8.28,8.447,9.19
29810,8.28,8.455,9.2
29820,8.28,8.315,9.12
29830,8.29,8.102,9.0
29840,8.29,8.214,9.06
29850,8.29,8.402,9.17
29860,8.29,8.148,9.03
29870,8.3,8.081,8.99
29880,8.3,7.763,8.81
29890,8.3,8.171,9.04
29900,8.31,8.349,9.14
29910,8.31,8.672,9.31
29920,8.31,8.459,9.2
29930,8.31,8.146,9.03
29940,8.32,7.805,8.83
29950,8.32,7.586,8.71
29960,8.32,7.671,8.76
29970,8.32,7.654,8.75
29980,8.33,8.05,8.97
29990,8.33,8.244,9.08
30000,8.33,8.704,9.33
30010,8.34,8.755,9.36
30020,8.34,8.818,9.39
30030,8.34,8.494,9.22
30040,8.34,8.06,8.98
30050,8.35,7.707,8.78
30060,8.35,7.554,8.69
30070,8.35,7.486,8.65
30080,8.36,7.382,8.59
30090,8.36,7.374,8.59
30100,8.36,7.59,8.71
30110,8.36,6.907,8.31
30120,8.37,6.804,8.25
30130,8.37,7.365,8.58
30140,8.37,7.957,8.92
30150,8.38,8.231,9.07
30160,8.38,8.184,9.05
30170,8.38,8.361,9.14
30180,8.38,8.105,9.0
30190,8.39,8.158,9.03
30200,8.39,7.966,8.93
30210,8.39,8.179,9.04
30220,8.39,7.875,8.87
30230,8.4,7.714,8.78
30240,8.4,7.648,8.75
30250,8.4,7.454,8.63
30260,8.41,7.255,8.52
30270,8.41,7.195,8.48
30280,8.41,6.979,8.35
30290,8.41,6.722,8.2
30300,8.42,6.621,8.14
30310,8.42,6.594,8.12
30320,8.42,6.693,8.18
30330,8.43,6.588,8.12
30340,8.43,7.001,8.37
30350,8.43,7.065,8.41
30360,8.43,7.361,8.58
30370,8.44,7.378,8.59
30380,8.44,7.231,8.5
30390,8.44,7.478,8.65
30400,8.44,7.638,8.74
30410,8.45,7.849,8.86
30420,8.45,8.339,9.13
30430,8.45,7.942,8.91
30440,8.46,8.324,9.12
30450,8.46,8.136,9.02
30460,8.46,8.249,9.08
30470,8.46,8.012,8.95
30480,8.47,8.089,8.99
30490,8.47,7.933,8.91
30500,8.47,8.094,9.0
30510,8.47,8.414,9.17
30520,8.48,8.325,9.12
30530,8.48,8.214,9.06
30540,8.48,7.878,8.88
30550,8.49,7.886,8.88
30560,8.49,7.316,8.55
30570,8.49,7.265,8.52
30580,8.49,7.51,8.67
30590,8.5,7.565,8.7
30600,8.5,7.515,8.67
30610,8.5,7.079,8.41
30620,8.51,7.584,8.71
30630,8.51,7.386,8.59
30640,8.51,7.618,8.73
30650,8.51,7.911,8.89
30660,8.52,7.942,8.91
30670,8.52,7.767,8.81
30680,8.52,7.202,8.49
30690,8.53,6.551,8.09
30700,8.53,6.253,7.91
30710,8.53,6.585,8.11
30720,8.53,6.899,8.31
30730,8.54,6.712,8.19
30740,8.54,6.435,8.02
30750,8.54,6.535,8.08
30760,8.54,6.795,8.24
30770,8.55,6.522,8.08
30780,8.55,6.708,8.19
30790,8.55,6.664,8.16
30800,8.56,7.118,8.44
30810,8.56,7.421,8.61
30820,8.56,7.589,8.71
30830,8.56,7.368,8.58
30840,8.57,7.898,8.89
30850,8.57,8.681,9.32
30860,8.57,8.919,9.44
30870,8.57,8.835,9.4
30880,8.58,9.137,9.56
30890,8.58,9.665,9.83
30900,8.58,9.11,9.54
30910,8.59,8.826,9.39
30920,8.59,8.424,9.18
30930,8.59,8.577,9.26
30940,8.59,8.264,9.09
30950,8.6,8.549,9.25
30960,8.6,8.909,9.44
30970,8.6,8.989,9.48
30980,8.61,9.093,9.54
30990,8.61,8.813,9.39
31000,8.61,9.171,9.58
31010,8.61,9.076,9.53
31020,8.62,9.374,9.68
31030,8.62,9.293,9.64
31040,8.62,9.228,9.61
31050,8.62,9.401,9.7
31060,8.63,9.337,9.66
31070,8.63,9.068,9.52
31080,8.63,8.875,9.42
31090,8.64,8.694,9.32
31100,8.64,8.274,9.1
31110,8.64,8.522,9.23
31120,8.64,8.221,9.07
31130,8.65,8.191,9.05
31140,8.65,8.249,9.08
31150,8.65,8.073,8.98
31160,8.66,8.266,9.09
31170,8.66,8.412,9.17
31180,8.66,8.091,8.99
31190,8.66,8.63,9.29
31200,8.67,8.78,9.37
31210,8.67,8.548,9.25
31220,8.67,8.246,9.08
31230,8.68,8.107,9.0
31240,8.68,8.31,9.12
31250,8.68,8.05,8.97
31260,8.68,8.127,9.01
31270,8.69,7.991,8.94
31280,8.69,8.021,8.96
31290,8.69,7.685,8.77
31300,8.69,8.119,9.01
31310,8.7,7.753,8.81
31320,8.7,7.855,8.86
31330,8.7,7.729,8.79
31340,8.71,8.084,8.99
31350,8.71,8.163,9.04
31360,8.71,8.167,9.04
31370,8.71,8.04,8.97
31380,8.72,8.248,9.08
31390,8.72,8.14,9.02
31400,8.72,7.838,8.85
31410,8.72,7.907,8.89
31420,8.73,8.126,9.01
31430,8.73,8.637,9.29
31440,8.73,8.875,9.42
31450,8.74,8.805,9.38
31460,8.74,8.261,9.09
31470,8.74,8.673,9.31
31480,8.74,8.466,9.2
31490,8.75,8.206,9.06
31500,8.75,8.121,9.01
31510,8.75,7.902,8.89
31520,8.76,7.398,8.6
31530,8.76,7.041,8.39
31540,8.76,7.263,8.52
31550,8.76,6.53,8.08
31560,8.77,6.617,8.13
31570,8.77,6.921,8.32
31580,8.77,6.247,7.9
31590,8.78,6.008,7.75
31600,8.78,5.633,7.51
31610,8.78,5.661,7.52
31620,8.78,5.722,7.56
31630,8.79,6.031,7.77
31640,8.79,5.799,7.62
31650,8.79,6.524,8.08
31660,8.79,6.131,7.83
31670,8.8,5.982,7.73
31680,8.8,6.087,7.8
31690,8.8,5.959,7.72
31700,8.81,6.052,7.78
31710,8.81,6.128,7.83
31720,8.81,6.031,7.77
31730,8.81,5.935,7.7
31740,8.82,6.643,8.15
31750,8.82,6.408,8.01
31760,8.82,6.522,8.08
31770,8.82,6.823,8.26
31780,8.83,6.669,8.17
31790,8.83,7.016,8.38
31800,8.83,6.797,8.24
31810,8.84,7.097,8.42
31820,8.84,7.101,8.43
31830,8.84,7.211,8.49
31840,8.84,7.535,8.68
31850,8.85,7.77,8.81
31860,8.85,7.923,8.9
31870,8.85,8.314,9.12
31880,8.86,8.324,9.12
31890,8.86,8.434,9.18
31900,8.86,8.695,9.32
31910,8.86,8.437,9.19
31920,8.87,8.524,9.23
31930,8.87,8.655,9.3
31940,8.87,8.59,9.27
31950,8.88,8.884,9.43
31960,8.88,8.607,9.28
31970,8.88,8.892,9.43
31980,8.88,9.055,9.52
31990,8.89,9.586,9.79
32000,8.89,9.471,9.73
32010,8.89,9.389,9.69
32020,8.89,9.095,9.54
32030,8.9,8.516,9.23
32040,8.9,8.483,9.21
32050,8.9,8.122,9.01
32060,8.91,7.963,8.92
32070,8.91,8.089,8.99
32080,8.91,8.33,9.13
32090,8.91,8.579,9.26
32100,8.92,8.691,9.32
32110,8.92,9.047,9.51
32120,8.92,8.889,9.43
32130,8.93,8.782,9.37
32140,8.93,8.435,9.18
32150,8.93,8.451,9.19
32160,8.93,8.333,9.13
32170,8.94,8.059,8.98
32180,8.94,7.951,8.92
32190,8.94,7.558,8.69
32200,8.94,7.445,8.63
32210,8.95,7.732,8.79
32220,8.95,7.631,8.74
32230,8.95,7.909,8.89
32240,8.96,7.836,8.85
32250,8.96,7.798,8.83
32260,8.96,7.542,8.68
32270,8.96,7.503,8.66
32280,8.97,7.557,8.69
32290,8.97,7.676,8.76
32300,8.97,7.623,8.73
32310,8.97,7.889,8.88
32320,8.98,7.604,8.72
32330,8.98,7.707,8.78
32340,8.98,7.939,8.91
32350,8.99,8.037,8.96
32360,8.99,8.085,8.99
32370,8.99,8.221,9.07
32380,8.99,7.87,8.87
32390,9.0,7.664,8.75
32400,9.0,7.236,8.51
32410,9.0,7.299,8.54
32420,9.01,7.7,8.78
32430,9.01,7.282,8.53
32440,9.01,7.348,8.57
32450,9.01,7.397,8.6
32460,9.02,7.319,8.56
32470,9.02,7.603,8.72
32480,9.02,7.513,8.67
32490,9.03,7.415,8.61
32500,9.03,7.214,8.49
32510,9.03,7.376,8.59
32520,9.03,7.522,8.67
32530,9.04,7.369,8.58
32540,9.04,7.379,8.59
32550,9.04,6.995,8.36
32560,9.04,6.449,8.03
32570,9.05,6.183,7.86
32580,9.05,6.374,7.98
32590,9.05,6.495,8.06
32600,9.06,6.561,8.1
32610,9.06,6.49,8.06
32620,9.06,6.579,8.11
32630,9.06,7.185,8.48
32640,9.07,7.13,8.44
32650,9.07,7.27,8.53
32660,9.07,7.285,8.54
32670,9.07,7.346,8.57
32680,9.08,7.235,8.51
32690,9.08,7.073,8.41
32700,9.08,7.732,8.79
32710,9.09,7.893,8.88
32720,9.09,8.303,9.11
32730,9.09,8.189,9.05
32740,9.09,8.3,9.11
32750,9.1,8.346,9.14
32760,9.1,7.82,8.84
32770,9.1,8.096,9.0
32780,9.11,7.545,8.69
32790,9.11,7.252,8.52
32800,9.11,7.522,8.67
32810,9.11,7.557,8.69
32820,9.12,8.107,9.0
32830,9.12,7.952,8.92
32840,9.12,7.829,8.85
32850,9.12,7.645,8.74
32860,9.13,8.025,8.96
32870,9.13,8.003,8.95
32880,9.13,8.205,9.06
32890,9.14,8.253,9.08
32900,9.14,7.956,8.92
32910,9.14,7.623,8.73
32920,9.14,7.544,8.69
32930,9.15,7.568,8.7
32940,9.15,6.959,8.34
32950,9.15,7.161,8.46
32960,9.16,7.557,8.69
32970,9.16,7.664,8.75
32980,9.16,7.467,8.64
32990,9.16,7.344,8.57
33000,9.17,7.523,8.67
33010,9.17,7.821,8.84
33020,9.17,8.109,9.01
33030,9.18,8.513,9.23
33040,9.18,8.427,9.18
33050,9.18,8.397,9.16
33060,9.18,8.419,9.18
33070,9.19,8.822,9.39
33080,9.19,8.945,9.46
33090,9.19,9.295,9.64
33100,9.19,9.199,9.59
33110,9.2,9.221,9.6
33120,9.2,9.326,9.66
33130,9.2,9.265,9.63
33140,9.21,9.229,9.61
33150,9.21,9.003,9.49
33160,9.21,8.924,9.45
33170,9.21,9.036,9.51
33180,9.22,8.839,9.4
33190,9.22,8.998,9.49
33200,9.22,9.163,9.57
33210,9.22,9.291,9.64
33220,9.23,9.072,9.52
33230,9.23,9.431,9.71
33240,9.23,9.587,9.79
33250,9.24,10.058,10.03
33260,9.24,10.123,10.06
33270,9.24,9.759,9.88
33280,9.24,9.035,9.51
33290,9.25,8.955,9.46
33300,9.25,8.794,9.38
33310,9.25,8.817,9.39
33320,9.26,8.578,9.26
33330,9.26,8.471,9.2
33340,9.26,8.075,8.99
33350,9.26,7.98,8.93
33360,9.27,8.38,9.15
33370,9.27,8.146,9.03
33380,9.27,8.233,9.07
33390,9.28,7.334,8.56
33400,9.28,7.869,8.87
33410,9.28,7.745,8.8
33420,9.28,7.725,8.79
33430,9.29,7.725,8.79
33440,9.29,8.139,9.02
33450,9.29,7.939,8.91
33460,9.29,7.903,8.89
33470,9.3,7.822,8.84
33480,9.3,8.067,8.98
33490,9.3,8.478,9.21
33500,9.31,8.503,9.22
33510,9.31,8.02,8.96
33520,9.31,7.563,8.7
33530,9.31,7.496,8.66
33540,9.32,7.314,8.55
33550,9.32,7.402,8.6
33560,9.32,7.706,8.78
33570,9.32,7.665,8.75
33580,9.33,7.207,8.49
33590,9.33,7.147,8.45
33600,9.33,7.026,8.38
33610,9.34,7.119,8.44
33620,9.34,6.587,8.12
33630,9.34,6.589,8.12
33640,9.34,6.229,7.89
33650,9.35,6.603,8.13
33660,9.35,6.115,7.82
33670,9.35,6.45,8.03
33680,9.36,6.227,7.89
33690,9.36,6.07,7.79
33700,9.36,6.172,7.86
33710,9.36,6.44,8.03
33720,9.37,6.148,7.84
33730,9.37,6.19,7.87
33740,9.37,5.556,7.45
33750,9.38,5.487,7.41
33760,9.38,5.529,7.44
33770,9.38,5.437,7.37
33780,9.38,5.479,7.4
33790,9.39,5.518,7.43
33800,9.39,5.667,7.53
33810,9.39,5.878,7.67
33820,9.39,5.313,7.29
33830,9.4,5.427,7.37
33840,9.4,5.743,7.58
33850,9.4,5.381,7.34
33860,9.41,5.262,7.25
33870,9.41,5.453,7.38
33880,9.41,6.156,7.85
33890,9.41,6.373,7.98
33900,9.42,6.911,8.31
33910,9.42,7.09,8.42
33920,9.42,7.329,8.56
33930,9.43,6.76,8.22
33940,9.43,6.538,8.09
33950,9.43,6.58,8.11
33960,9.43,6.612,8.13
33970,9.44,6.586,8.12
33980,9.44,6.248,7.9
33990,9.44,6.211,7.88
34000,9.44,6.466,8.04
34010,9.45,6.929,8.32
34020,9.45,7.326,8.56
34030,9.45,7.04,8.39
34040,9.46,6.881,8.3
34050,9.46,7.018,8.38
34060,9.46,6.69,8.18
34070,9.46,6.873,8.29
34080,9.47,6.814,8.25
34090,9.47,6.963,8.34
34100,9.47,7.414,8.61
34110,9.47,7.17,8.47
34120,9.48,7.404,8.6
34130,9.48,7.508,8.66
34140,9.48,7.352,8.57
34150,9.49,7.053,8.4
34160,9.49,7.055,8.4
34170,9.49,6.895,8.3
34180,9.49,6.868,8.29
34190,9.5,6.87,8.29
34200,9.5,6.719,8.2
34210,9.5,6.696,8.18
34220,9.51,6.814,8.25
34230,9.51,6.802,8.25
34240,9.51,6.582,8.11
34250,9.51,6.274,7.92
34260,9.52,6.289,7.93
34270,9.52,6.099,7.81
34280,9.52,6.133,7.83
34290,9.53,5.695,7.55
34300,9.53,6.058,7.78
34310,9.53,6.124,7.83
34320,9.53,6.188,7.87
34330,9.54,6.38,7.99
34340,9.54,6.138,7.83
34350,9.54,6.437,8.02
34360,9.54,6.15,7.84
34370,9.55,6.357,7.97
34380,9.55,5.826,7.63
34390,9.55,5.939,7.71
34400,9.56,6.231,7.89
34410,9.56,6.844,8.27
34420,9.56,6.451,8.03
34430,9.56,6.48,8.05
34440,9.57,6.84,8.27
34450,9.57,7.264,8.52
34460,9.57,7.546,8.69
34470,9.57,7.836,8.85
34480,9.58,7.486,8.65
34490,9.58,7.34,8.57
34500,9.58,7.041,8.39
34510,9.59,6.597,8.12
34520,9.59,6.486,8.05
34530,9.59,6.315,7.95
34540,9.59,6.436,8.02
34550,9.6,7.266,8.52
34560,9.6,6.915,8.32
34570,9.6,7.077,8.41
34580,9.61,7.444,8.63
34590,9.61,7.447,8.63
34600,9.61,7.795,8.83
34610,9.61,7.762,8.81
34620,9.62,7.603,8.72
34630,9.62,7.776,8.82
34640,9.62,7.774,8.82
34650,9.62,7.546,8.69
34660,9.63,7.831,8.85
34670,9.63,7.147,8.45
34680,9.63,7.552,8.69
34690,9.64,7.544,8.69
34700,9.64,7.185,8.48
34710,9.64,7.343,8.57
34720,9.64,7.437,8.62
34730,9.65,7.344,8.57
34740,9.65,7.336,8.56
34750,9.65,7.466,8.64
34760,9.66,7.296,8.54
34770,9.66,7.069,8.41
34780,9.66,7.173,8.47
34790,9.66,7.732,8.79
34800,9.67,7.896,8.89
34810,9.67,7.508,8.66
34820,9.67,7.784,8.82
34830,9.68,8.113,9.01
34840,9.68,8.046,8.97
34850,9.68,8.556,9.25
34860,9.68,8.67,9.31
34870,9.69,8.559,9.25
34880,9.69,8.641,9.3
34890,9.69,8.542,9.24
34900,9.69,8.595,9.27
34910,9.7,8.593,9.27
34920,9.7,8.802,9.38
34930,9.7,8.534,9.24
34940,9.71,8.819,9.39
34950,9.71,9.005,9.49
34960,9.71,9.244,9.61
34970,9.71,9.167,9.57
34980,9.72,9.311,9.65
34990,9.72,9.293,9.64
35000,9.72,9.297,9.64
35010,9.72,8.697,9.33
35020,9.73,8.762,9.36
35030,9.73,8.879,9.42
35040,9.73,8.641,9.3
35050,9.74,8.887,9.43
35060,9.74,8.696,9.33
35070,9.74,9.129,9.55
35080,9.74,8.489,9.21
35090,9.75,8.236,9.08
35100,9.75,8.908,9.44
35110,9.75,9.036,9.51
35120,9.76,8.871,9.42
35130,9.76,8.652,9.3
35140,9.76,8.353,9.14
35150,9.76,8.105,9.0
35160,9.77,8.541,9.24
35170,9.77,8.381,9.15
35180,9.77,8.15,9.03
35190,9.78,8.242,9.08
35200,9.78,8.078,8.99
35210,9.78,8.288,9.1
35220,9.78,8.564,9.25
35230,9.79,8.246,9.08
35240,9.79,8.425,9.18
35250,9.79,8.337,9.13
35260,9.79,8.569,9.26
35270,9.8,9.18,9.58
35280,9.8,9.292,9.64
35290,9.8,9.809,9.9
35300,9.81,9.587,9.79
35310,9.81,9.461,9.73
35320,9.81,9.026,9.5
35330,9.81,9.267,9.63
35340,9.82,9.377,9.68
35350,9.82,9.347,9.67
35360,9.82,9.119,9.55
35370,9.82,9.49,9.74
35380,9.83,9.508,9.75
35390,9.83,9.216,9.6
35400,9.83,8.946,9.46
35410,9.84,8.632,9.29
35420,9.84,8.537,9.24
35430,9.84,8.776,9.37
35440,9.84,8.222,9.07
35450,9.85,8.39,9.16
35460,9.85,8.823,9.39
35470,9.85,8.886,9.43
35480,9.86,8.941,9.46
35490,9.86,8.702,9.33
35500,9.86,8.199,9.06
35510,9.86,7.679,8.76
35520,9.87,8.008,8.95
35530,9.87,8.297,9.11
35540,9.87,8.071,8.98
35550,9.88,8.131,9.02
35560,9.88,8.099,9.0
35570,9.88,8.244,9.08
35580,9.88,8.314,9.12
35590,9.89,7.977,8.93
35600,9.89,8.251,9.08
35610,9.89,7.898,8.89
35620,9.89,7.671,8.76
35630,9.9,7.872,8.87
35640,9.9,8.15,9.03
35650,9.9,7.88,8.88
35660,9.91,7.859,8.87
35670,9.91,7.259,8.52
35680,9.91,7.797,8.83
35690,9.91,7.183,8.48
35700,9.92,7.18,8.47
35710,9.92,7.408,8.61
35720,9.92,7.648,8.75
35730,9.93,7.043,8.39
35740,9.93,7.631,8.74
35750,9.93,7.658,8.75
35760,9.93,7.732,8.79
35770,9.94,8.251,9.08
35780,9.94,8.267,9.09
35790,9.94,7.941,8.91
35800,9.94,8.502,9.22
35810,9.95,8.838,9.4
35820,9.95,9.198,9.59
35830,9.95,9.107,9.54
35840,9.96,9.085,9.53
35850,9.96,8.884,9.43
35860,9.96,8.235,9.07
35870,9.96,8.839,9.4
35880,9.97,9.184,9.58
35890,9.97,9.241,9.61
35900,9.97,9.414,9.7
35910,9.97,9.325,9.66
35920,9.98,9.005,9.49
35930,9.98,8.916,9.44
35940,9.98,9.063,9.52
35950,9.99,8.99,9.48
35960,9.99,8.597,9.27
35970,9.99,8.92,9.44
35980,9.99,8.552,9.25
35990,10.0,8.187,9.05
36000,10.0,7.991,8.94
36010,10.0,7.819,8.84
36020,10.01,7.54,8.68
36030,10.01,8.045,8.97
36040,10.01,8.24,9.08
36050,10.01,7.743,8.8
36060,10.02,7.62,8.73
36070,10.02,7.819,8.84
36080,10.02,7.608,8.72
36090,10.03,7.628,8.73
36100,10.03,7.428,8.62
36110,10.03,7.252,8.52
36120,10.03,7.542,8.68
36130,10.04,7.293,8.54
36140,10.04,7.169,8.47
36150,10.04,6.895,8.3
36160,10.04,6.753,8.22
36170,10.05,6.571,8.11
36180,10.05,6.836,8.27
36190,10.05,6.987,8.36
36200,10.06,6.66,8.16
36210,10.06,6.8,8.25
36220,10.06,6.951,8.34
36230,10.06,6.704,8.19
36240,10.07,6.289,7.93
36250,10.07,6.773,8.23
36260,10.07,7.087,8.42
36270,10.07,6.498,8.06
36280,10.08,6.461,8.04
36290,10.08,6.706,8.19
36300,10.08,6.488,8.05
36310,10.09,6.372,7.98
36320,10.09,6.572,8.11
36330,10.09,6.576,8.11
36340,10.09,6.66,8.16
36350,10.1,6.656,8.16
36360,10.1,6.57,8.11
36370,10.1,6.491,8.06
36380,10.11,6.373,7.98
36390,10.11,6.182,7.86
36400,10.11,6.073,7.79
36410,10.11,5.824,7.63
36420,10.12,5.214,7.22
36430,10.12,5.323,7.3
36440,10.12,5.711,7.56
36450,10.12,5.474,7.4
36460,10.13,5.293,7.28
36470,10.13,5.84,7.64
36480,10.13,5.581,7.47
36490,10.14,5.639,7.51
36500,10.14,5.975,7.73
36510,10.14,5.888,7.67
36520,10.14,5.328,7.3
36530,10.15,5.094,7.14
36540,10.15,4.751,6.89
36550,10.15,4.944,7.03
36560,10.16,4.427,6.65
36570,10.16,4.221,6.5
36580,10.16,3.776,6.15
36590,10.16,3.474,5.89
36600,10.17,3.501,5.92
36610,10.17,3.439,5.86
36620,10.17,2.975,5.45
36630,10.18,3.021,5.5
36640,10.18,3.269,5.72
36650,10.18,3.72,6.1
36660,10.18,3.324,5.77
36670,10.19,3.257,5.71
36680,10.19,3.3,5.74
36690,10.19,3.217,5.67
36700,10.19,3.488,5.91
36710,10.2,3.483,5.9
36720,10.2,3.825,6.19
36730,10.2,4.193,6.48
36740,10.21,4.701,6.86
36750,10.21,4.482,6.7
36760,10.21,4.143,6.44
36770,10.21,3.894,6.24
36780,10.22,3.416,5.85
36790,10.22,3.336,5.78
36800,10.22,3.735,6.11
36810,10.22,3.618,6.01
36820,10.23,3.524,5.94
36830,10.23,3.69,6.07
36840,10.23,3.55,5.96
36850,10.24,3.574,5.98
36860,10.24,3.045,5.52
36870,10.24,3.366,5.8
36880,10.24,3.03,5.5
36890,10.25,2.932,5.41
36900,10.25,3.025,5.5
36910,10.25,3.066,5.54
36920,10.26,2.88,5.37
36930,10.26,3.375,5.81
36940,10.26,3.835,6.19
36950,10.26,3.95,6.28
36960,10.27,3.468,5.89
36970,10.27,3.55,5.96
36980,10.27,3.935,6.27
36990,10.28,3.809,6.17
37000,10.28,3.911,6.25
37010,10.28,3.892,6.24
37020,10.28,3.758,6.13
37030,10.29,3.351,5.79
37040,10.29,3.312,5.76
37050,10.29,3.139,5.6
37060,10.29,3.972,6.3
37070,10.3,4.177,6.46
37080,10.3,4.67,6.83
37090,10.3,4.643,6.81
37100,10.31,4.631,6.81
37110,10.31,3.928,6.27
37120,10.31,4.578,6.77
37130,10.31,4.456,6.68
37140,10.32,4.499,6.71
37150,10.32,4.303,6.56
37160,10.32,4.448,6.67
37170,10.32,4.774,6.91
37180,10.33,4.486,6.7
37190,10.33,4.216,6.49
37200,10.33,3.899,6.24
37210,10.34,3.471,5.89
37220,10.34,3.955,6.29
37230,10.34,4.202,6.48
37240,10.34,4.028,6.35
37250,10.35,4.292,6.55
37260,10.35,4.813,6.94
37270,10.35,4.851,6.96
37280,10.36,4.488,6.7
37290,10.36,4.199,6.48
37300,10.36,3.851,6.21
37310,10.36,3.205,5.66
37320,10.37,3.465,5.89
37330,10.37,3.676,6.06
37340,10.37,4.035,6.35
37350,10.38,4.079,6.39
37360,10.38,3.804,6.17
37370,10.38,3.824,6.18
37380,10.38,4.08,6.39
37390,10.39,3.661,6.05
37400,10.39,3.423,5.85
37410,10.39,3.388,5.82
37420,10.39,3.907,6.25
37430,10.4,3.747,6.12
37440,10.4,3.285,5.73
37450,10.4,3.511,5.93
37460,10.41,3.319,5.76
37470,10.41,3.034,5.51
37480,10.41,3.358,5.79
37490,10.41,4.365,6.61
37500,10.42,4.406,6.64
37510,10.42,4.019,6.34
37520,10.42,3.899,6.24
37530,10.43,3.655,6.05
37540,10.43,3.828,6.19
37550,10.43,4.34,6.59
37560,10.43,4.723,6.87
37570,10.44,4.84,6.96
37580,10.44,4.158,6.45
37590,10.44,4.017,6.34
37600,10.44,4.477,6.69
37610,10.45,4.307,6.56
37620,10.45,4.313,6.57
37630,10.45,4.185,6.47
37640,10.46,3.979,6.31
37650,10.46,4.03,6.35
37660,10.46,3.702,6.08
37670,10.46,3.433,5.86
37680,10.47,3.644,6.04
37690,10.47,3.701,6.08
37700,10.47,3.44,5.87
37710,10.47,3.868,6.22
37720,10.48,4.317,6.57
37730,10.48,4.236,6.51
37740,10.48,4.359,6.6
37750,10.49,3.931,6.27
37760,10.49,3.981,6.31
37770,10.49,4.205,6.48
37780,10.49,4.512,6.72
37790,10.5,4.315,6.57
37800,10.5,4.378,6.62
37810,10.5,4.081,6.39
37820,10.51,4.873,6.98
37830,10.51,4.506,6.71
37840,10.51,4.615,6.79
37850,10.51,4.065,6.38
37860,10.52,3.847,6.2
37870,10.52,3.525,5.94
37880,10.52,3.523,5.94
37890,10.53,3.817,6.18
37900,10.53,3.835,6.19
37910,10.53,4.229,6.5
37920,10.53,4.106,6.41
37930,10.54,4.179,6.46
37940,10.54,4.384,6.62
37950,10.54,4.559,6.75
37960,10.54,4.784,6.92
37970,10.55,5.142,7.17
37980,10.55,4.992,7.07
37990,10.55,4.955,7.04
38000,10.56,4.949,7.03
38010,10.56,5.055,7.11
38020,10.56,5.478,7.4
38030,10.56,5.215,7.22
38040,10.57,4.72,6.87
38050,10.57,4.309,6.56
